"clean_comment";"label"
"the files are supposed to be ordered from oldest to newest";"CODE"
"get nested text node s value";"IRRE"
"if we found a broken record just skip it";"-"
"start progress minimum value";"IRRE"
"if maximum value is not reached fire an event";"IRRE"
"get nested text node s value";"IRRE"
"unescape xml chars we have escaped when writing values";"IRRE"
"return null doesn t match the given keyword s";"CODE"
"so return nothing";"IRRE"
"get nested text node s value";"IRRE"
"if we need to find a particular record but the target node is not";"TASK"
"present skip this record";"CODE"
"all keywords match return true";"IRRE"
"if no keyword or keywords given";"CODE"
"we must not filter this record so will return true";"CODE"
"no filtering needed then just return the same list";"IRRE"
"first convert all files to long";"-"
"temporary fix of a nosuchelementexception";"CODE"
"get all records inclusive the one before the startdate";"CODE"
"get the subset before the start date to get its last element";"IRRE"
"if exists";"-"
"note hashtable is synchronized";"TASK"
"bs the char";"CODE"
"as the char";"CODE"
"qm the char";"CODE"
"pa the char";"CODE"
"pp the char";"CODE"
"escape chars in directory names";"CODE"
"get the history directory corresponding the given id";"-"
"well this can be global delete so lets remove all matching";"CODE"
"sub histories";"-"
"everything matches return true";"IRRE"
"if ishistorycreated oldid ishistoryexisting newid";"CODE"
"make sure parent path is existing";"CODE"
"put together subfolder names";"OUTD"
"get the parent directory";"-"
"return non duplicate";"IRRE"
"synchronized to assure that two concurrent threads can insert records";"CODE"
"safely";"-"
"if we have setting for max number of records";"IRRE"
"check the number and when exceed them remove the first one";"IRRE"
"lets remove the first one";"CODE"
"write changes";"TASK"
"get nested text node s value";"IRRE"
"write changes";"TASK"
"this prevents that the current writer which holds";"CODE"
"instance for the last document he is editing will not";"CODE"
"override our last changes to the document";"CODE"
"if something happened and file was not loaded";"CODE"
"then we must create new one";"IRRE"
"todo assert assert assertnonnull this currentdoc";"CODE"
"there should be a current document created";"IRRE"
"get nested text node s value";"IRRE"
"change the timestamp to reflect there was a change";"-"
"write changes";"TASK"
"this prevents that the current writer which holds";"CODE"
"instance for the last document he is editing will not";"CODE"
"override our last changes to the document";"CODE"
"change the timestamp to reflect there was a change";"-"
"write changes";"TASK"
"this prevents that the current writer which holds";"CODE"
"instance for the last document he is editing will not";"CODE"
"override our last changes to the document";"CODE"
"todo validate assert assertnonnull rawid parameter rawid should";"CODE"
"be non null";"-"
"todo validate assert asserttrue rawid length 0 rawid length";"CODE"
"should be 0";"-"
"todo validate assert assertnonnull id parameter id should be";"CODE"
"non null";"-"
"todo validate assert asserttrue id length 0 id length should be";"CODE"
"string rawstrnothashed encodedstring substring 0 hashcharix";"CODE"
"string hashvalue encodedstring substring hashcharix 1";"CODE"
"todo we can check the string just to be sure if we now";"CODE"
"the char to replace when dealing with accounts it will be";"CODE"
"there is no in the id in order to be valid all characters";"CODE"
"should be non special";"-"
"there is a sign in the id in order to be valid it has";"CODE"
"to be in the form x x y y where there should be no";"CODE"
"special characters in x x and y y should be a hexadecimal";"CODE"
"number";"-"
"check x x";"-"
"ok check y y";"-"
"not ok";"-"
"the sign is in the beginning bad id";"CODE"
"todo validate assert assertnonnull propertynames the property names should be non null";"CODE"
"todo validate assert assertnonnull propertyvalues the property values should be non null";"IRRE"
"todo validate assert assertnonnull timestamp the timestamp should be non null";"CODE"
"todo validate assert asserttrue propertynames length propertyvalues length";"CODE"
"the length of the property names and property values should be equal";"IRRE"
"todo validate assert assertnonnull propertynames parameter propertynames should be non null";"CODE"
"after creating remove it do not leave content";"CODE"
"test id which has special chars accounts";"IRRE"
"do it when response first execution or till we are unauthorized";"CODE"
"if we were unauthorized lets clear the method and recreate it";"IRRE"
"for new connection with new credentials";"CODE"
"if user click cancel no need to retry stop trying";"CODE"
"if we finally managed to login return the result";"CODE"
"is user has canceled no result needed";"IRRE"
"if any authentication exception rise while executing";"CODE"
"will retry";"CODE"
"execute post";"CODE"
"lets reuse credentialsprovider";"CODE"
"clear";"-"
"lets show the same username";"CODE"
"canceled or no result";"IRRE"
"if we have username and password in the parameters lets";"CODE"
"retrieve their values";"IRRE"
"if there are already filled skip asking the user";"CODE"
"don t allow empty username";"CODE"
"it was user canceled lets stop processing";"CODE"
"construct the name value pairs we will be sending";"CODE"
"there can be no params";"-"
"we are on the username index insert retrieved username value";"IRRE"
"we are on the password index insert retrieved password val";"CODE"
"else common name value pair all info is present";"IRRE"
"set content type to application x www form urlencoded";"IRRE"
"insert post values encoded";"IRRE"
"execute post";"CODE"
"the custom sslcontext already takes care of validating the hostname";"CODE"
"enable retry connecting with default retry handler";"CODE"
"when connecting has prompted for authentication";"CODE"
"connection can be disconnected nefore user answers and";"CODE"
"we need to retry connection using the credentials provided";"CODE"
"if we have specified password and username property will use them";"IRRE"
"if not create one from the scope site we are connecting to";"IRRE"
"load the password";"CODE"
"if password is not saved ask user for credentials";"CODE"
"if password remember is checked lets save passwords";"CODE"
"if they seem not correct later will be removed";"OUTD"
"well user canceled credentials input stop retry asking him";"CODE"
"if credentials are not correct";"-"
"we have saved values lets return them";"IRRE"
"disambiguation";"-"
"retrieves default bindings";"CODE"
"attempts to retrieve custom bindings";"-"
"makes directory for custom bindings if it doesn t exist";"CODE"
"gets file access service to reference persistent storage";"CODE"
"of the user";"-"
"if either an io or parseexception occur then we skip";"CODE"
"loading custom bindings";"CODE"
"merges custom bindings";"-"
"writes merged result";"TASK"
"global shortcut initialization";"IRRE"
"started services should have all categories";"-"
"attempts to avoid lock if unwritable this works since bindings";"CODE"
"can t become re writable";"-"
"writes new bindings to custom file";"CODE"
"default keystrokes";"CODE"
"second shortcut is always special";"-"
"16367 is the combination of all possible modifiers";"-"
"shift ctrl meta alt altgraph button1 button2 button3 pressed";"META"
"it is used to distinguish special key headset and others";"IRRE"
"second shortcut is special";"-"
"disambiguation";"-"
"object instance null loaded serialized object";"CODE"
"object mapping mapping to be serialized";"IRRE"
"we should not query ldap server with a too small number of characters";"CODE"
"can be added as contacts";"TASK"
"can be added as contacts";"TASK"
