"clean_comment";"label"
"larger sample indices above unrolling threshold";"-"
"make sure the order of the samples has no impact on the histogram";"-"
"computations";"-"
"make sure the different unrolled histogram computations give the same";"-"
"results as the naive one";"IRRE"
"make sure the histogram subtraction trick gives the same result as the";"IRRE"
"classical method";"IRRE"
"make sure leaves values from left to right are either all increasing";"IRRE"
"or all decreasing or neither depending on the monotonic constraint";"CODE"
"init gradients and hessians to that of least squares loss";"IRRE"
"make sure infinite values and infinite thresholds are handled properly";"IRRE"
"in particular if a value is inf and the threshold is almost inf the";"IRRE"
"sample should go to the right child if the threshold is inf split on";"-"
"nan the inf sample will go to the left child";"-"
"we just construct a simple tree with 1 root and 2 children";"CODE"
"parent node";"-"
"left child";"-"
"right child";"-"
"test predictor outputs are correct with categorical features";"IRRE"
"we just construct a simple tree with 1 root and 2 children";"CODE"
"parent node";"-"
"left child";"-"
"right child";"-"
"check binned data gives correct predictions";"-"
"manually construct bitset";"CODE"
"check with un binned data";"-"
"check missing goes left because missing values bin idx 6";"IRRE"
"missing and unknown go left";"-"
"constant hessian 1 per sample";"CODE"
"this test checks that the values of gradients and hessians are";"IRRE"
"consistent in different places";"-"
"in split info si sum gradient left si sum gradient right must be";"TASK"
"equal to the gradient at the node same for hessians";"CODE"
"in the histograms summing sum gradients over the bins must be";"TASK"
"constant across all features and those sums must be equal to the";"TASK"
"node s gradient same for hessians";"CODE"
"make sure that si sum gradient left si sum gradient right have their";"-"
"expected value same for hessians";"IRRE"
"make sure sum of gradients in histograms are the same for all features";"TASK"
"and make sure they re equal to their expected value";"IRRE"
"note gradients and hessians have shape n features";"TASK"
"we re comparing them to scalars this has the benefit of also";"CODE"
"making sure that all the entries are equal across features";"TASK"
"gradients hists sum gradients sum axis 1 shape n features";"TASK"
"expected gradient all gradients indices sum scalar";"-"
"0 is not the actual hessian but it s not computed in this case";"CODE"
"check that split indices returns the correct splits and that";"IRRE"
"splitter partition is consistent with what is returned";"IRRE"
"split will happen on feature 1 and on bin 3";"TASK"
"sanity checks for best split";"CODE"
"check that the resulting split indices sizes are consistent with the";"IRRE"
"count statistics anticipated when looking for the best split";"CODE"
"try to split a pure node all gradients are equal same for hessians";"CODE"
"with min gain to split 0 and make sure that the node is not split best";"CODE"
"possible gain 1 note before the strict inequality comparison this";"CODE"
"test would fail because the node would be split with a gain of 0";"IRRE"
"basic sanity check with no missing values given the gradient";"IRRE"
"values the split must occur on bin idx 3";"IRRE"
"0 1 2 3 4 5 6 7 8 9 x binned";"-"
"1 1 1 1 5 5 5 5 5 5 gradients";"-"
"false no missing values";"IRRE"
"10 n bins non missing";"-"
"false don t split on nans";"CODE"
"3 expected bin idx";"-"
"we replace 2 samples by nans bin idx 8";"-"
"these 2 samples were mapped to the left node before so they should";"CODE"
"be mapped to left node again";"-"
"notice how the bin idx threshold changes from 3 to 1";"CODE"
"8 0 1 8 2 3 4 5 6 7 8 missing";"-"
"true missing values";"IRRE"
"8 n bins non missing";"-"
"false don t split on nans";"CODE"
"1 cut on bin idx 1";"-"
"missing values go to left";"IRRE"
"same as above but with non consecutive missing values bin";"IRRE"
"9 0 1 9 2 3 4 5 6 7 9 missing";"-"
"true missing values";"IRRE"
"8 n bins non missing";"-"
"false don t split on nans";"CODE"
"1 cut on bin idx 1";"-"
"missing values go to left";"IRRE"
"this time replacing 2 samples that were on the right";"CODE"
"0 1 2 3 8 4 8 5 6 7 8 missing";"-"
"true missing values";"IRRE"
"8 n bins non missing";"-"
"false don t split on nans";"CODE"
"3 cut on bin idx 3 like in first case";"CODE"
"missing values go to right";"IRRE"
"same as above but with non consecutive missing values bin";"IRRE"
"0 1 2 3 9 4 9 5 6 7 9 missing";"-"
"true missing values";"IRRE"
"8 n bins non missing";"-"
"false don t split on nans";"CODE"
"3 cut on bin idx 3 like in first case";"CODE"
"missing values go to right";"IRRE"
"for the following cases split on nans is true we replace all of";"CODE"
"the samples with nans instead of just 2";"CODE"
"0 1 2 3 4 4 4 4 4 4 4 missing";"-"
"true missing values";"IRRE"
"4 n bins non missing";"-"
"true split on nans";"-"
"3 cut on bin idx 3";"-"
"missing values go to right";"IRRE"
"same as above but with non consecutive missing values bin";"IRRE"
"0 1 2 3 9 9 9 9 9 9 9 missing";"-"
"true missing values";"IRRE"
"4 n bins non missing";"-"
"true split on nans";"-"
"3 cut on bin idx 3";"-"
"missing values go to right";"IRRE"
"6 6 6 6 0 1 2 3 4 5 6 missing";"-"
"true missing values";"IRRE"
"6 n bins non missing";"-"
"true split on nans";"-"
"5 cut on bin idx 5";"-"
"missing values go to right";"IRRE"
"same as above but with non consecutive missing values bin";"IRRE"
"9 9 9 9 0 1 2 3 4 5 9 missing";"-"
"true missing values";"IRRE"
"6 n bins non missing";"-"
"true split on nans";"-"
"5 cut on bin idx 5";"-"
"missing values go to right";"IRRE"
"make sure missing values are properly supported";"IRRE"
"we build an artificial example with gradients such that the best split";"-"
"is on bin idx 3 when there are no missing values";"IRRE"
"then we introduce missing values and";"IRRE"
"make sure the chosen bin is correct find best bin it s";"IRRE"
"still the same split even though the index of the bin may change";"TASK"
"make sure the missing values are mapped to the correct child";"IRRE"
"split indices";"-"
"make sure the split is properly computed";"-"
"this also make sure missing values are properly assigned to the correct";"IRRE"
"child in split indices";"-"
"when we don t split on nans the split should always be the same";"CODE"
"when we split on nans samples with missing values are always mapped";"IRRE"
"to the right child";"-"
"one category";"-"
"all categories appear less than min cat support hardcoded to 10";"-"
"only one category appears more than min cat support";"-"
"missing values category appear less than min cat support";"IRRE"
"9 is missing";"-"
"no non missing category";"-"
"checks categorical splits are correct when the min cat support constraint";"CODE"
"isn t respected there are no splits";"-"
"no split found";"-"
"assert that the bitset exactly corresponds to the categories";"IRRE"
"bitset is assumed to be an array of 8 uint32 elements";"IRRE"
"form bitset from threshold";"CODE"
"check for equality";"CODE"
"4 categories";"-"
"0 1 2 3 11 x binned";"-"
"10 1 10 10 11 all gradients";"-"
"1 expected categories left";"-"
"4 n bins non missing";"-"
"4 missing values bin idx";"IRRE"
"false has missing values";"IRRE"
"expected missing go to left unchecked";"-"
"make sure that the categories that are on the right second half of";"-"
"the sorted categories array can still go in the left child in this";"CODE"
"case the best split was found when scanning from right to left";"CODE"
"0 1 2 3 11 x binned";"-"
"10 10 10 1 11 all gradients";"-"
"3 expected categories left";"-"
"4 n bins non missing";"-"
"4 missing values bin idx";"IRRE"
